vendor_id,siren,vendor_name,iban,address,ape_code,creation_date,is_active
V00404,167014508,Pires EURL,FR6708031499825080046358068,"40, avenue Lemoine, 28829 Legrand",8299Z,2019-04-18,True
V00405,935889163,Costa Leclerc S.A.S. SASU,FR9290063140352635602293946,"16, avenue Alexandria Lopes, 24936 FleuryVille",4321A,2017-10-22,True
V00406,628900287,Dupont SA,FR1072311127128524648449411,"9, rue Gilbert Paul, 05580 NicolasBourg",4321A,2019-09-13,True
V00407,175354083,Morel Chevallier S.A. SAS,FR1413695727908335090254257,"7, rue Stéphane Bodin, 09330 Techer",5510Z,1998-11-12,True
V00408,663177971,Daniel Descamps et Fils SCI,FR3107139848228501168809255,"4, avenue Bernard, 72159 LecoqBourg",4321A,2010-12-14,True
V00409,517016608,Ledoux Techer SA EURL,FR7981079649673794577278532,"56, chemin Rousset, 03542 Meunier",5510Z,2015-03-13,True
V00410,199488375,Jacques S.A.R.L. SARL,FR9383625366677767555628333,"69, boulevard Paulette Lejeune, 47759 Benoit",4799B,2020-03-14,True
V00411,375899757,Blanchard SARL,FR2718749603358268627036924,"49, avenue Prévost, 59351 Ledoux",6201Z,2012-01-07,True
V00412,305548851,Gomes SARL,FR6298011100051553234159597,"54, boulevard Leroux, 20267 Lemairenec",6201Z,2016-10-14,True
V00413,726149331,Guilbert Courtois et Fils SAS,FR4543127102676720957992707,"6, rue Dufour, 79407 GérardBourg",4321A,2011-12-30,True
V00414,735160917,Couturier Lebrun SARL SAS,FR9515970996254384807520344,"50, avenue de Delmas, 11440 David-les-Bains",4321A,2020-03-23,True
V00415,982708086,Guyon S.A.S. SCI,FR7246376604655866525483744,"6, rue de Simon, 17925 Saint Denis-les-Bains",5510Z,1996-09-02,True
V00416,829221699,François EURL,FR9393110059129751910231211,"13, rue de Chevallier, 41740 Olivierdan",4799B,2001-04-04,True
V00417,669346547,Neveu Costa S.A.S. SASU,FR8327490728012342893113253,"749, chemin de Carpentier, 54356 Guyon",4669A,2020-01-19,True
V00418,698485833,Laporte Robert et Fils SAS,FR6644210175096170159591945,"85, avenue Thomas Morvan, 95294 Coste",4669A,2019-04-11,True
V00419,452288515,Dupont Blot SARL SASU,FR9377567772266025626506229,"1, avenue Henri Dupuy, 43302 Sainte Anaïs",5510Z,2009-12-16,True
V00420,996846081,Bailly Dias SARL EURL,FR2337976627051157942387367,"55, boulevard de Gilbert, 78224 Dumont-sur-Laporte",6201Z,2003-10-08,True
V00421,200342442,Leblanc EURL,FR3552597107563353574859532,"439, avenue Thibault, 60119 Gros",6201Z,2020-09-04,True
V00422,438057198,Jacob S.A. SCI,FR9751877941763425073305597,"67, boulevard de Bourgeois, 82292 Texier-sur-Mathieu",4669A,2017-03-27,True
V00423,863840666,Peron SCI,FR9838843660443240061572768,"25, avenue Robert Philippe, 90721 Jacquet-les-Bains",8299Z,1998-01-29,True
V00424,800439735,Breton Durand SA SA,FR5358752568065625904599080,"2, rue Henry, 66267 Morin",5510Z,1997-10-20,True
V00425,933472122,Hamon SASU,FR8116517680866281372143308,"rue de Voisin, 06143 Thierry",8299Z,2007-07-11,True
V00426,160648422,Brunet Dos Santos S.A.S. SASU,FR1956608470681039033970519,"46, boulevard Robert, 80862 Carre-sur-Da Costa",5510Z,2006-11-21,True
V00427,057202590,Gros SA,FR3823945354614707986321061,"543, avenue Bernard Jourdan, 80335 Fleury-sur-Carpentier",8299Z,2009-03-27,True
V00428,479851583,Ruiz SA SASU,FR5425376576927789431910090,"5, avenue Nathalie Duhamel, 20199 Sainte Martin",4669A,2003-05-20,True
V00429,182688615,Briand Traore SARL SASU,FR0346040142473107201137984,"boulevard de Voisin, 09848 Fabre",4669A,1998-08-10,True
V00430,555439878,Chauvin et Fils SAS,FR8000767620901447340433700,"13, chemin Emmanuel Joseph, 47567 Devaux-les-Bains",8299Z,2008-11-10,True
V00431,157399305,Delmas SARL,FR4088255629657542786561942,"97, rue de Dupont, 43618 Joseph",4321A,2008-08-26,True
V00432,648408588,Gimenez SARL,FR4629236161880819048235715,"78, boulevard Marty, 95517 Saint Luciedan",4321A,2017-07-18,True
V00433,043581128,Lemonnier Chrétien S.A. EURL,FR4008172143643813000413211,"7, avenue Alain Rocher, 76407 Chevallier",5510Z,2020-05-21,True
V00434,133613861,Guillaume SARL,FR3069979907075504768169957,"8, avenue Fleury, 69194 Saint MoniqueBourg",8299Z,2006-05-10,True
V00435,207501102,Gillet SCI,FR2553970548739610290871827,"168, boulevard Georges Rocher, 66602 Sauvage",4799B,2021-07-03,True
V00436,193466766,Goncalves SASU,FR8549561213773062604235973,"2, rue Payet, 94719 Laurent-sur-Navarro",4799B,1997-05-16,True
V00437,618091901,Poulain SARL,FR9160858167046861114576832,"rue Masse, 23780 Cohen",4799B,2023-01-17,True
V00438,144914766,Pascal SASU,FR2671296180332426050801849,"45, rue Laurent Dupré, 60589 BenoitBourg",8299Z,2004-12-19,True
V00439,728326842,Chevallier Lenoir et Fils SARL,FR3381228217819236534606056,"86, rue de Bouvet, 17590 Grégoire-sur-Cordier",4799B,2017-05-09,True
V00440,508821009,Guillot Joseph S.A.S. SCI,FR5271690618120546475489547,"389, chemin Éric Jacquot, 62450 BlondelBourg",5510Z,2005-10-21,True
V00441,881435368,Lombard EURL,FR3344983553935435864496392,"98, rue Susanne Pinto, 74632 Lemaire",4669A,2005-02-22,True
V00442,239431290,Diaz SAS,FR7139527536749785249141686,"chemin Costa, 58663 Baron-sur-Gros",5510Z,2004-06-03,True
V00443,814141397,Philippe EURL,FR3406791766512215001418842,"13, boulevard de Lopez, 02214 Ferrand",4799B,2005-01-22,True
V00444,231491357,Jacquet SA,FR0433399948532089532638902,"247, rue Cordier, 28347 Bourdon-les-Bains",4321A,2010-08-23,True
V00445,949299556,Vasseur Guyot SA SA,FR9534699673311677269608437,"15, boulevard Laetitia Chevallier, 56721 Guichard",4669A,1996-02-16,True
V00446,533645257,Fischer Garnier S.A.S. SARL,FR6862633556434369709317069,"80, avenue Audrey Blanc, 55361 Rolland",4321A,2024-06-30,True
V00447,547812914,Poulain EURL,FR3972239898306503121980418,"34, chemin Julien Rolland, 52419 Dijoux",4669A,2004-11-10,True
V00448,341108099,Grondin SA SASU,FR2609248762303911142817852,"13, rue Pauline Maillard, 65932 Saint Anaïs",4321A,2017-02-22,True
V00449,308488725,Brun Rousseau S.A.R.L. SASU,FR1123959473721329016204787,"868, boulevard de Monnier, 97687 Wagner-sur-Bouvet",4321A,2001-04-28,True
V00450,942788165,Hamel SAS,FR4686287203195419666450573,"82, rue de Delahaye, 38505 Blanchard",5510Z,2004-07-28,True
V00451,392827229,Dumas S.A.R.L. SARL,FR7176775372603214505766194,"870, chemin Rémy, 24417 GaillardVille",5510Z,2004-08-16,True
V00452,275037314,Rodrigues et Fils SCI,FR5784008385076597595450891,"18, boulevard de Chauveau, 95679 Mercier-les-Bains",4799B,2020-03-19,True
V00453,038567700,Rémy SAS,FR1374223196463004023693626,"2, rue Aubry, 93594 Saint Chantal-les-Bains",8299Z,2018-06-30,True
V00454,184498926,Noël SA,FR3275957498855829849330674,"77, boulevard Ribeiro, 32209 Berthelot",8299Z,1998-09-27,True
V00455,591846386,Vasseur Menard S.A.R.L. EURL,FR6918856669541329715066626,"chemin Georges Le Gall, 30598 Delaunay-sur-Mer",4799B,2001-03-26,True
V00456,779082723,Perret SA,FR6634392529596111102867120,"30, chemin Margaret Torres, 89465 Fernandez-sur-Fournier",6201Z,2024-12-02,True
V00457,432225913,Ruiz Rémy SA SASU,FR8391090326714949819421794,"417, chemin de David, 50972 Chartier",4321A,1997-05-05,True
V00458,177739260,Lemonnier Reynaud S.A.R.L. SA,FR7784466345337220109121722,"45, avenue de Gay, 52225 Chauveau-la-Forêt",4669A,2008-03-23,True
V00459,299228092,Reynaud Bègue SA SARL,FR0826351004627765725659202,"8, rue Augustin Joly, 30625 Costa-sur-Lopes",6201Z,2008-05-30,True
V00460,428699041,Mace Arnaud S.A.R.L. SAS,FR1205595501783325848689993,"8, boulevard de Lévy, 37651 Bertrand-la-Forêt",4669A,1997-04-29,True
V00461,977236929,Moreau EURL,FR7191767993593744039464083,"73, avenue Rousseau, 10921 Regnier",4669A,2009-11-17,True
V00462,842579913,Durand SASU,FR6349079388413685283061537,"chemin Roy, 84399 Legros",4321A,2013-02-02,True
V00463,210388629,Launay Martins et Fils EURL,FR8151448811210314217518878,"641, chemin Schmitt, 49925 Morvan",6201Z,2001-08-05,True
V00464,799088117,Pages SAS,FR0391122528837505661863239,"4, avenue de Pascal, 97368 Lebrunboeuf",8299Z,1996-08-21,True
V00465,980686508,Dupont Da Silva S.A.R.L. SAS,FR2209505560571219881927788,"rue de Diaz, 40351 Regnier",4321A,2002-06-02,True
V00466,765991624,Cousin SAS,FR7310424624561851744600452,"299, rue Étienne Aubry, 97352 Denis",4321A,1997-05-05,True
V00467,149864300,Verdier Lecomte S.A.S. SAS,FR1613044881898484160461540,"boulevard Thomas, 14588 Sainte Suzanne",5510Z,2023-04-02,True
V00468,180635651,Lebon SASU,FR8414298315229107322836084,"730, boulevard Martineau, 49297 Kleinboeuf",4669A,2014-06-17,True
V00469,944869594,Lebon Maury S.A.R.L. EURL,FR7144391649701693429291320,"2, avenue de Lucas, 27383 Saint Manon-sur-Mer",8299Z,2015-09-12,True
V00470,368872588,Grenier SA EURL,FR5815372215566847323653377,"5, avenue Barthelemy, 20162 Sainte Édith",4321A,2010-01-31,True
V00471,495621372,Martins SA,FR1814244260781975437347642,"12, avenue Jacob, 28664 Clerc-les-Bains",6201Z,2010-01-31,True
V00472,865890260,Royer et Fils SAS,FR3684148460191344389982780,"boulevard Astrid Duhamel, 43101 Leclercq-les-Bains",6201Z,2008-08-20,True
V00473,796114351,Peron SARL SAS,FR5864493699951679335055738,"96, rue Henry, 72240 Bouchet",5510Z,2020-07-18,True
V00474,669849027,Martins S.A.R.L. SARL,FR9481187233351040961497315,"2, boulevard Élise Letellier, 80879 Bertrand",4321A,2010-01-18,True
V00475,384309883,Lagarde SARL,FR7382073651189394065578201,"33, rue Gallet, 06850 Pierre",5510Z,2005-06-12,True
V00476,053021465,Philippe Payet SARL SAS,FR8407392013546212760250826,"rue Legrand, 20525 Sainte Michel-les-Bains",8299Z,2011-09-13,True
V00477,693801184,Delannoy EURL,FR2388995729893762974549303,"88, boulevard Ferreira, 88229 Saint Nathalie",8299Z,2013-09-20,True
V00478,955439376,Vaillant S.A.R.L. SASU,FR2592082832308981388158814,"122, avenue Claude Leclerc, 18922 Rocher",5510Z,2009-06-12,True
V00479,426818184,Paul S.A. SARL,FR3071681572450000001529113,"boulevard Madeleine Guichard, 08906 Michel-sur-Fouquet",4799B,2017-04-12,True
V00480,848947697,Benard Bouvier S.A.R.L. SARL,FR6918444218299874781224890,"90, avenue André Bertrand, 76150 Sainte Patrick",4669A,2018-11-21,True
V00481,779071416,Barre SA,FR3851584826691362483550542,"9, rue de Toussaint, 60154 Guillaume-sur-Mer",8299Z,2017-09-06,True
V00482,356588043,Marion SAS,FR9698795098221040164818804,"88, rue Diane Leclercq, 48835 Evrard",4799B,2025-02-22,True
V00483,651827553,Alexandre SARL SARL,FR4121269428946420362586314,"rue Valentine Perrier, 37746 Barbierboeuf",5510Z,2004-04-05,True
V00484,237333433,Boulay SA,FR6802635582430176464489880,"6, boulevard Rocher, 64631 Baron",4669A,2005-11-27,True
V00485,952111790,Pages SAS,FR0979050404333353849516321,"boulevard de De Sousa, 67577 Saint Julie-sur-Mer",5510Z,2000-08-02,True
V00486,759579472,Allain Robin et Fils SARL,FR9137326530601198756178688,"rue Michel, 04700 Sainte Renéenec",5510Z,2019-02-11,True
V00487,639208678,Dias S.A. SA,FR2098036577449160936595201,"2, boulevard de Renault, 14652 Jean",6201Z,2024-07-08,True
V00488,562718750,Chauvin Laporte S.A.R.L. SASU,FR2809263223998213745561140,"186, rue Renée Marques, 30604 Gilbertnec",6201Z,2007-09-09,True
V00489,369155942,Paul et Fils SCI,FR9212600308356691062715312,"15, boulevard Emmanuelle Vidal, 55685 Sainte Lorrainedan",5510Z,1999-04-14,True
V00490,347955276,Ledoux SA,FR7929384401348087354378826,"25, rue Martineau, 47562 Saint Corinne",4669A,2015-02-13,True
V00491,556472929,Moreno EURL,FR6614492074926999699648997,"92, boulevard Alice Diaz, 72354 Rémy",8299Z,2015-10-13,True
V00492,143866322,Cousin SA SAS,FR2584993231234266980690872,"8, rue Lucy Pichon, 22867 Ruiz",4321A,2022-04-18,True
V00493,267288574,Dijoux Seguin S.A. SARL,FR2495382804056129965082695,"91, boulevard Alexandria Barre, 52745 Saint Alexandredan",4799B,2007-02-07,True
V00494,906120347,Perrin SASU,FR7123859514346823948400273,"boulevard de Gay, 76500 AndreVille",8299Z,2018-11-19,True
V00495,754558845,Ledoux S.A.R.L. SARL,FR1131139500168094149150762,"36, chemin Vasseur, 81386 Durand",6201Z,2013-03-01,True
V00496,159399824,Besnard EURL,FR4194620726629250817760299,"7, boulevard de Charles, 09299 Renaud",4799B,2011-01-30,True
V00497,877169472,Grondin SA,FR9325523561781703211920613,"852, boulevard Henriette Barre, 48224 Carpentier",4669A,1999-01-20,True
V00498,569961125,Sanchez SCI,FR3984449029502648016440373,"avenue Élisabeth Nicolas, 19574 Martineau-les-Bains",4669A,2018-09-29,True
V00499,544964759,Sanchez Garcia S.A. SA,FR4717982134862985797363831,"16, rue Henriette Hamel, 57856 Sainte Simone",5510Z,2017-10-05,True
