invoice_id,siren,vendor_name,iban,amount,currency,invoice_date,posting_date,po_number,user_id,cost_center,gl_account,is_fraud,fraud_type
INV00001475,565574313,Bouvet SA SA,FR5259025176298334774332683,1164.79,EUR,2025-09-10,2025-09-11,PO135165,U008,CC546,6181,False,none
INV00003437,374741124,Hervé Sanchez S.A.S. SA,FR2338984690819740056435023,2113.02,EUR,2025-01-01,2025-01-01,PO447478,U023,CC326,6065,False,none
INV00000035,688937346,Seguin Buisson S.A. EURL,FR8795269495888794705516940,856.23,EUR,2024-05-22,2024-05-23,PO169918,U001,CC955,6065,False,none
INV00003781,869261796,Bodin Lelièvre S.A.R.L. SCI,FR7421753540838663177971775,544.5,EUR,2025-11-29,2025-12-01,PO141225,U028,CC583,6068,False,none
INV00002345,656272980,Bazin Berger SA SARL,FR4113075626368970283857865,1673.17,EUR,2024-03-07,2024-03-14,PO708783,U009,CC819,6228,False,none
INV00003396,877169472,Grondin SA,FR9325523561781703211920613,53968.58,EUR,2025-12-20,2025-12-25,PO644031,U026,CC986,6063,False,none
INV00002359,003791769,Bernier SAS,FR7565277584161692845115447,1417.24,EUR,2024-11-06,2024-11-07,PO529495,U021,CC634,6132,False,none
INV00003006,688937346,Seguin Buisson S.A. EURL,FR8795269495888794705516940,1181.96,EUR,2024-04-25,2024-05-01,PO541428,U027,CC284,6132,False,none
INV00002206,694097499,Pages SARL,FR4749946579678427114773201,195.17,EUR,2025-04-03,2025-04-06,PO354235,U026,CC822,6132,False,none
INV00004865,656272980,Bazin Berger SA SARL,FR4113075626368970283857865,466.13,EUR,2025-11-01,2025-11-03,,U012,CC181,6132,False,none
INV00004024,870021765,Leclerc EURL,FR2634672994938743027169385,1185.1,EUR,2024-10-27,2024-11-02,PO579585,U010,CC453,6065,False,none
INV00001286,571775140,Martel EURL,FR6524082226940539672757844,743.47,EUR,2024-11-15,2024-11-18,PO632629,U013,CC247,6135,False,none
INV00000349,587717535,Maréchal SA,FR7596399076769915078593110,170.5,EUR,2024-07-03,2024-07-09,PO448884,U022,CC532,6063,False,none
INV00002137,193466766,Goncalves SASU,FR8549561213773062604235973,294.93,EUR,2024-02-21,2024-02-24,,U027,CC382,6065,False,none
INV00002691,167014508,Pires EURL,FR6708031499825080046358068,2430.92,EUR,2025-10-25,2025-10-30,PO391904,U021,CC116,6068,False,none
INV00003185,584419866,Gay EURL,FR4351364424936312303477866,811.08,EUR,2024-02-06,2024-02-09,PO764784,U017,CC116,6181,False,none
INV00003606,982708086,Guyon S.A.S. SCI,FR7246376604655866525483744,3131.59,EUR,2025-06-06,2025-06-09,PO777300,U014,CC185,6132,False,none
INV00001681,628900287,Dupont SA,FR1072311127128524648449411,114.22,EUR,2025-02-06,2025-02-10,PO373472,U005,CC187,6065,False,none
INV00004623,104328986,Girard Gonzalez S.A. SARL,FR5850209945101622499982795,594.81,EUR,2024-09-16,2024-09-20,PO888538,U007,CC939,6228,False,none
INV00001443,547812914,Poulain EURL,FR3972239898306503121980418,46.24,EUR,2025-07-07,2025-07-13,PO837093,U015,CC910,6068,False,none
INV00003467,356159514,Étienne SARL SASU,FR1135733221418880592962229,2147.39,EUR,2024-06-01,2024-06-06,PO857758,U028,CC970,6068,False,none
INV00001671,034043842,Morin SASU,FR2227223972404226931216376,322.8,EUR,2025-10-06,2025-10-13,PO781212,U018,CC829,6065,False,none
INV00004853,275037314,Rodrigues et Fils SCI,FR5784008385076597595450891,12961.48,EUR,2024-06-19,2024-06-21,PO346004,U001,CC447,6228,False,none
INV00001179,743953394,Leduc SA SCI,FR2245444328309652074466609,3273.86,EUR,2024-05-19,2024-05-23,PO491617,U000,CC429,6181,False,none
INV00002798,493759738,Faivre S.A. SASU,FR8443985298940626078701041,966.26,EUR,2024-01-22,2024-01-24,PO590145,U014,CC323,6068,False,none
INV00001692,591846386,Vasseur Menard S.A.R.L. EURL,FR6918856669541329715066626,218.3,EUR,2025-05-18,2025-05-18,PO868905,U008,CC977,6065,False,none
INV00004116,869222196,Ollivier Ribeiro SA SAS,FR7808989921722332061632945,1690.39,EUR,2025-12-27,2026-01-03,PO156177,U004,CC856,6063,False,none
INV00000372,799371240,Hoareau SCI,FR3905510762091843579786305,350.49,EUR,2024-06-13,2024-06-18,PO615138,U024,CC254,6228,False,none
INV00003055,798552414,Boulay Bertin SARL SAS,FR9375749490228403595442947,1053.44,EUR,2024-07-28,2024-07-31,PO345715,U002,CC494,6228,False,none
INV00003856,865890260,Royer et Fils SAS,FR3684148460191344389982780,1443.99,EUR,2024-06-16,2024-06-18,PO999495,U006,CC690,6061,False,none
INV00001916,231665876,Leroux Millet S.A.S. EURL,FR2753278774701687339500479,1634.11,EUR,2025-03-10,2025-03-12,PO791288,U000,CC745,6132,False,none
INV00001357,432225913,Ruiz Rémy SA SASU,FR8391090326714949819421794,172.61,EUR,2024-12-06,2024-12-06,PO804393,U018,CC452,6135,False,none
INV00001825,392827229,Dumas S.A.R.L. SARL,FR7176775372603214505766194,3203.11,EUR,2024-03-08,2024-03-08,,U025,CC414,6135,False,none
INV00000786,727875588,Gérard SASU,FR9599934768701462638380657,1478.71,EUR,2024-09-15,2024-09-21,PO889762,U009,CC268,6068,False,none
INV00000469,100225579,Menard Brunel S.A. SARL,FR8520715116966672521452647,144.58,EUR,2024-04-26,2024-04-28,PO276358,U025,CC351,6181,False,none
INV00000140,638546785,Hoarau SAS,FR3973505831997179110065120,1229.51,EUR,2025-12-20,2025-12-24,PO511122,U005,CC816,6135,False,none
INV00000788,906120347,Perrin SASU,FR7123859514346823948400273,712.83,EUR,2024-09-06,2024-09-12,PO688155,U025,CC711,6068,False,none
INV00000323,359782071,Allard SASU,FR4570862095935186387829456,37048.09,EUR,2025-02-05,2025-02-09,,U018,CC511,6068,False,none
INV00000050,474517123,Moreau Labbé SA SAS,FR7233542168942104478985625,1313.95,EUR,2025-09-05,2025-09-09,PO636107,U017,CC684,6065,False,none
INV00000714,869261796,Bodin Lelièvre S.A.R.L. SCI,FR7421753540838663177971775,2953.19,EUR,2024-03-30,2024-03-30,PO391248,U029,CC236,6132,False,none
INV00004629,034043842,Morin SASU,FR2227223972404226931216376,3000.5,EUR,2024-06-02,2024-06-05,,U014,CC327,6061,False,none
INV00002840,121277561,Gonzalez SASU,FR0687339785598217661912841,6317.87,EUR,2024-05-02,2024-05-09,PO961163,U028,CC689,6228,False,none
INV00002446,526218159,Adam SARL,FR8283192134249128965999497,2288.26,EUR,2025-08-19,2025-08-19,PO444827,U000,CC999,6068,False,none
INV00004962,668516122,Roy Bouvet S.A.S. SASU,FR4449939089261371504165915,514.79,EUR,2025-08-23,2025-08-27,PO631752,U002,CC765,6068,False,none
INV00004558,267288574,Dijoux Seguin S.A. SARL,FR2495382804056129965082695,225.14,EUR,2025-12-01,2025-12-04,PO788631,U008,CC290,6061,False,none
INV00004983,082677345,Ledoux SA SAS,FR3527206345911238296577242,56.05,EUR,2025-05-14,2025-05-20,PO912647,U010,CC787,6068,False,none
INV00003942,004786863,Boulay et Fils SAS,FR9374907539989354492683158,2775.91,EUR,2025-10-15,2025-10-15,PO802387,U007,CC959,6065,False,none
INV00002666,482814893,Chauvet Colas SARL SARL,FR4380443699577738721489513,7264.54,EUR,2024-01-26,2024-01-27,PO959335,U017,CC549,6068,False,none
INV00000406,980500978,Guillet SARL,FR4837826398214658404499727,790.25,EUR,2024-12-01,2024-12-07,PO989838,U015,CC854,6132,False,none
INV00004546,606530745,Cordier S.A. SASU,FR0462447951330531949796958,84.05,EUR,2024-09-11,2024-09-18,PO599249,U023,CC548,6135,False,none
INV00001004,103865719,Albert SA,FR9896094097052774025883586,195.55,EUR,2024-05-12,2024-05-19,PO288811,U028,CC407,6068,False,none
INV00003213,202970213,Bonnet SCI,FR5879290490471281442944401,2328.81,EUR,2025-06-27,2025-06-28,PO893351,U013,CC141,6063,False,none
INV00000890,434266179,Klein SCI,FR8533305912662015720185962,352.92,EUR,2025-11-28,2025-12-03,PO548443,U014,CC530,6181,False,none
INV00002411,870831727,Becker SCI,FR2373947312172715518844225,1081.23,EUR,2024-12-06,2024-12-08,PO390505,U017,CC576,6061,False,none
INV00002545,496513709,Mahe S.A. SA,FR1234835642087375300119721,425.86,EUR,2025-11-14,2025-11-20,PO976500,U015,CC721,6061,False,none
INV00003671,434266179,Klein SCI,FR8533305912662015720185962,1257.17,EUR,2025-03-11,2025-03-17,PO171699,U027,CC674,6135,False,none
INV00002390,337543303,Garnier EURL,FR0859696641605297516136968,2086.15,EUR,2025-11-07,2025-11-14,PO439035,U020,CC309,6135,False,none
INV00004149,187026217,Hoareau Le Gall et Fils EURL,FR7442209690295939172513552,2402.45,EUR,2024-08-31,2024-09-06,PO859193,U011,CC137,6135,False,none
INV00000042,014388899,Menard SARL SARL,FR1284872975859883103032432,550.47,EUR,2024-05-13,2024-05-16,PO287588,U017,CC867,6181,False,none
INV00002830,161369681,Lacombe SA,FR4596475987622023413261117,1734.72,EUR,2024-06-02,2024-06-09,PO925120,U025,CC524,6065,False,none
INV00003535,267658617,Brun S.A. EURL,FR3210672872866041644859592,1229.48,EUR,2025-03-18,2025-03-18,PO172510,U023,CC984,6135,False,none
INV00003022,517016608,Ledoux Techer SA EURL,FR7981079649673794577278532,123.89,EUR,2025-07-08,2025-07-10,PO283800,U002,CC756,6068,False,none
INV00000303,666676008,Langlois S.A.R.L. SASU,FR7942585917793238223116491,335.82,EUR,2024-10-03,2024-10-09,PO799061,U019,CC514,6228,False,none
INV00004654,685160481,Pruvost S.A.S. SCI,FR0715064890901001676184723,705.82,EUR,2024-09-05,2024-09-07,PO323096,U028,CC963,6063,False,none
INV00004001,509839301,Moreno SA SARL,FR7886518506716572628498776,643.12,EUR,2024-10-20,2024-10-25,PO131638,U003,CC344,6068,False,none
INV00000664,434266179,Klein SCI,FR8533305912662015720185962,932.04,EUR,2024-10-04,2024-10-11,,U011,CC817,6132,False,none
INV00001177,783613407,Laurent Dumas S.A.R.L. SARL,FR3025436172131451951510922,2971.49,EUR,2024-08-13,2024-08-19,PO105948,U024,CC513,6061,False,none
INV00002676,526965827,Lebreton S.A. SA,FR0284964985601256253135525,5816.75,EUR,2024-08-06,2024-08-10,PO983370,U016,CC434,6061,False,none
INV00001947,676320163,Marchal SCI,FR8220297021355690927557192,503.14,EUR,2025-05-11,2025-05-15,,U008,CC523,6063,False,none
INV00002501,353465549,Hamel Legrand et Fils SARL,FR9247725129578606940960035,1209.03,EUR,2025-10-01,2025-10-02,PO589302,U024,CC767,6181,False,none
INV00001473,895798687,Bigot SASU,FR0482911467866912517785289,274.33,EUR,2025-12-19,2025-12-21,PO876319,U019,CC676,6061,False,none
INV00004081,547772522,Lefort Mary SARL SCI,FR3903342342583230241026153,11847.36,EUR,2024-08-19,2024-08-24,,U029,CC925,6061,False,none
INV00003758,475412126,Alves S.A.R.L. SARL,FR6327768962706614982824674,3471.01,EUR,2024-04-21,2024-04-22,PO584904,U013,CC380,6061,False,none
INV00002132,783613407,Laurent Dumas S.A.R.L. SARL,FR3025436172131451951510922,72.22,EUR,2025-04-23,2025-04-29,PO863503,U019,CC895,6181,False,none
INV00001026,814770054,Lombard Petitjean SA SA,FR4488147435031365024916300,4653.56,EUR,2024-11-18,2024-11-21,PO621178,U023,CC503,6135,False,none
INV00002989,367837770,Mercier Neveu S.A. SARL,FR2338750997700886008484086,2258.37,EUR,2024-09-11,2024-09-15,PO801504,U027,CC104,6065,False,none
INV00000961,975001701,Guérin S.A. SAS,FR8474747219705466927589551,2587.1,EUR,2025-12-30,2026-01-04,,U022,CC333,6061,False,none
INV00002889,452288515,Dupont Blot SARL SASU,FR9377567772266025626506229,4416.28,EUR,2024-01-13,2024-01-19,PO548028,U009,CC933,6061,False,none
INV00003021,762120216,Guillou Gérard S.A.R.L. SCI,FR6390814415298217392957867,90.81,EUR,2025-12-14,2025-12-15,PO375394,U009,CC580,6181,False,none
INV00003015,928565431,Pereira S.A.S. SARL,FR1856945441496739385258001,715.57,EUR,2024-09-10,2024-09-10,PO911915,U010,CC298,6135,False,none
INV00003351,218515691,Collet SCI,FR5331467536127515627796304,3804.19,EUR,2024-08-18,2024-08-24,PO637027,U011,CC326,6061,False,none
INV00002009,303054868,Faivre S.A.R.L. SA,FR3221717477332945625577017,390.6,EUR,2025-06-24,2025-06-24,PO148315,U013,CC543,6181,False,none
INV00002149,662702895,Lefebvre Laine S.A.R.L. EURL,FR3759325250029218515691545,455.89,EUR,2024-05-30,2024-06-02,PO216890,U008,CC163,6061,False,none
INV00004016,765277584,Le Gall Lebon SA EURL,FR0519657013290227846997335,976.7,EUR,2025-10-20,2025-10-27,PO650081,U027,CC432,6065,False,none
INV00002338,384309883,Lagarde SARL,FR7382073651189394065578201,792.67,EUR,2025-10-18,2025-10-20,PO585820,U015,CC260,6181,False,none
INV00000735,865890260,Royer et Fils SAS,FR3684148460191344389982780,1034.96,EUR,2024-06-27,2024-06-28,PO733870,U004,CC282,6181,False,none
INV00000304,560466183,Rocher et Fils SASU,FR0824972439920116691836264,711.92,EUR,2024-11-08,2024-11-09,PO613111,U015,CC336,6065,False,none
INV00001440,031051834,Germain SCI,FR0473545494808313678377701,78.48,EUR,2025-07-19,2025-07-25,PO113913,U018,CC145,6063,False,none
INV00001496,932525002,Aubry Lelièvre S.A. SA,FR8627423183061789320649693,300.61,EUR,2024-03-30,2024-04-01,PO821768,U009,CC294,6135,False,none
INV00002652,886101581,Thomas Richard S.A.S. SASU,FR5457666567491601692364587,447.67,EUR,2024-05-31,2024-06-03,PO445495,U021,CC712,6061,False,none
INV00002875,161369681,Lacombe SA,FR4596475987622023413261117,174.77,EUR,2025-03-15,2025-03-21,PO736980,U028,CC565,6061,False,none
INV00000916,478985625,Philippe et Fils SA,FR2858929880858382521293289,272.47,EUR,2024-02-27,2024-02-27,PO436759,U003,CC815,6228,False,none
INV00004314,135290965,Carlier S.A.S. SARL,FR3288718981312920875102932,765.07,EUR,2025-05-12,2025-05-17,PO964608,U015,CC714,6228,False,none
INV00004705,261990623,Georges SASU,FR9029884259959961002311775,141.09,EUR,2024-12-02,2024-12-09,PO276287,U018,CC300,6181,False,none
INV00004768,135290965,Carlier S.A.S. SARL,FR3288718981312920875102932,465.58,EUR,2024-12-02,2024-12-07,PO547924,U005,CC684,6228,False,none
INV00004550,031051834,Germain SCI,FR0473545494808313678377701,983.56,EUR,2024-09-03,2024-09-07,PO875174,U016,CC519,6063,False,none
INV00002772,673622660,Roux SASU,FR5376251538144744309634807,284.13,EUR,2024-12-28,2025-01-01,PO771452,U004,CC875,6181,False,none
INV00001624,349361832,Henry SCI,FR7934074517133959629233095,241.78,EUR,2025-11-27,2025-11-30,,U005,CC289,6063,False,none
INV00004096,184498926,Noël SA,FR3275957498855829849330674,1280.92,EUR,2024-03-18,2024-03-21,PO484968,U012,CC749,6063,False,none
INV00000821,646519398,Chevallier Briand SARL SA,FR8552899316087524377294209,559.88,EUR,2025-12-04,2025-12-08,PO302212,U019,CC130,6061,False,none
INV00003525,072290349,Lopes Raynaud et Fils SARL,FR0313577908335061581488810,1114.69,EUR,2025-12-07,2025-12-07,PO793528,U021,CC594,6181,False,none
INV00001354,688444310,Pascal S.A.R.L. SAS,FR5152057563983652037583094,2023.23,EUR,2025-06-19,2025-06-20,PO253769,U029,CC555,6063,False,none
INV00004638,829221699,François EURL,FR9393110059129751910231211,438.79,EUR,2024-05-21,2024-05-28,PO220573,U014,CC469,6228,False,none
INV00000850,025634216,Masson EURL,FR1097840369003432445107622,1782.69,EUR,2025-01-25,2025-01-25,PO590891,U026,CC494,6068,False,none
INV00001000,005162713,De Oliveira Grenier S.A.S. EURL,FR0629635339055044817766558,100.62,EUR,2025-08-01,2025-08-04,PO258789,U015,CC933,6065,False,none
INV00003617,143866322,Cousin SA SAS,FR2584993231234266980690872,386.47,EUR,2025-12-17,2025-12-17,PO856018,U001,CC681,6132,False,none
INV00000018,399091699,Huet et Fils SASU,FR9543161172400504556238692,948.93,EUR,2024-11-20,2024-11-27,PO982417,U008,CC936,6181,False,none
INV00001637,793341016,Riou EURL,FR8212182097023164334817058,103.22,EUR,2024-05-24,2024-05-31,PO558700,U001,CC358,6061,False,none
INV00001667,038567700,Rémy SAS,FR1374223196463004023693626,2610.22,EUR,2025-02-10,2025-02-17,PO723136,U017,CC776,6068,False,none
INV00000493,808412411,De Sousa SCI,FR4086926179640537735158506,9102.3,EUR,2024-05-20,2024-05-21,,U013,CC927,6061,False,none
INV00003173,518023806,Vincent S.A.R.L. SASU,FR0506500425488214236914307,6575.31,EUR,2024-10-10,2024-10-17,PO259691,U013,CC430,6228,False,none
INV00001347,903521356,Joseph SCI,FR8891872401078356743000389,6278.88,EUR,2025-03-24,2025-03-30,PO939738,U006,CC254,6181,False,none
INV00003018,369155942,Paul et Fils SCI,FR9212600308356691062715312,21.74,EUR,2024-01-14,2024-01-21,PO130629,U004,CC653,6061,False,none
INV00004509,706324241,Charpentier S.A.R.L. EURL,FR5896136715778711216636515,94264.01,EUR,2025-12-01,2025-12-06,PO330194,U017,CC773,6063,False,none
INV00003479,786103579,Delattre SARL SA,FR1881980770460568761124912,1477.4,EUR,2024-06-30,2024-06-30,PO378534,U024,CC727,6061,False,none
INV00003860,029593917,Traore Dupuy SA SASU,FR0518600892196394568044731,2099.92,EUR,2024-01-21,2024-01-21,PO584680,U000,CC838,6063,False,none
INV00003718,294019655,Garnier SA,FR9019986798079359782071518,6034.45,EUR,2024-08-14,2024-08-20,PO409668,U013,CC905,6063,False,none
INV00000687,788728743,Hernandez SA,FR2552809242875721586241502,1867.77,EUR,2025-03-22,2025-03-27,PO268099,U021,CC303,6228,False,none
INV00003985,200342442,Leblanc EURL,FR3552597107563353574859532,132.67,EUR,2024-06-30,2024-06-30,PO970793,U021,CC268,6135,False,none
INV00001608,562328588,Meunier SA,FR8621752500743292712966667,2881.58,EUR,2025-10-05,2025-10-12,PO884056,U022,CC168,6068,False,none
INV00004220,496513709,Mahe S.A. SA,FR1234835642087375300119721,26.7,EUR,2025-01-31,2025-02-03,PO614897,U028,CC395,6061,False,none
INV00004535,944869594,Lebon Maury S.A.R.L. EURL,FR7144391649701693429291320,406.59,EUR,2024-11-14,2024-11-14,PO625126,U004,CC411,6063,False,none
INV00001009,555439878,Chauvin et Fils SAS,FR8000767620901447340433700,627.75,EUR,2025-07-08,2025-07-15,PO820604,U007,CC129,6132,False,none
INV00002408,270866882,Mary Gros SARL SA,FR2428914161284639855474355,2293.04,EUR,2025-12-13,2025-12-17,,U001,CC824,6228,False,none
INV00001092,655852398,Delattre S.A.R.L. SARL,FR8812075452798524013223423,5667.81,EUR,2025-11-08,2025-11-10,PO443001,U028,CC389,6181,False,none
INV00001327,270866882,Mary Gros SARL SA,FR2428914161284639855474355,5727.43,EUR,2024-09-24,2024-09-27,PO159169,U012,CC489,6065,False,none
INV00004803,142626551,Dijoux SARL,FR3427017130232129833816742,388.57,EUR,2024-11-21,2024-11-22,PO554040,U029,CC579,6181,False,none
INV00001677,043581128,Lemonnier Chrétien S.A. EURL,FR4008172143643813000413211,2787.21,EUR,2025-06-14,2025-06-19,,U024,CC111,6061,False,none
INV00001999,680876038,Neveu S.A. SARL,FR5802758842524105648149177,273.39,EUR,2024-11-02,2024-11-02,PO684104,U029,CC317,6065,False,none
INV00001310,168784991,Klein SA,FR2518321928554451895202845,4302.7,EUR,2024-04-04,2024-04-04,PO817399,U027,CC544,6065,False,none
INV00003263,865890260,Royer et Fils SAS,FR3684148460191344389982780,3442.81,EUR,2024-11-30,2024-12-07,PO126486,U011,CC472,6228,False,none
INV00003482,663193149,Ramos SCI,FR4364039106518017046226567,7414.74,EUR,2025-11-05,2025-11-12,PO339826,U024,CC394,6132,False,none
INV00001987,646471543,Chevalier Cousin SA SAS,FR4814150937710040901380698,538.72,EUR,2025-07-25,2025-07-26,PO515591,U014,CC585,6132,False,none
INV00003897,374741124,Hervé Sanchez S.A.S. SA,FR2338984690819740056435023,437.74,EUR,2024-07-26,2024-07-29,PO542772,U010,CC709,6228,False,none
INV00000344,555439878,Chauvin et Fils SAS,FR8000767620901447340433700,928.8,EUR,2025-09-02,2025-09-02,PO927119,U021,CC345,6132,False,none
INV00004318,398225871,Da Silva SASU,FR8067899730806958146717957,13213.55,EUR,2024-05-17,2024-05-22,PO203249,U016,CC451,6065,False,none
INV00000986,687339500,Prévost SARL,FR4598056265650455478137674,754.52,EUR,2025-01-10,2025-01-14,PO201605,U007,CC404,6228,False,none
INV00000587,478985625,Philippe et Fils SA,FR2858929880858382521293289,1434.43,EUR,2025-04-10,2025-04-16,PO187275,U024,CC407,6065,False,none
INV00004065,159399824,Besnard EURL,FR4194620726629250817760299,576.03,EUR,2024-11-06,2024-11-10,PO979527,U023,CC607,6228,False,none
INV00004448,887676772,Germain EURL,FR4284269450053424089164983,1415.82,EUR,2025-06-11,2025-06-17,PO640645,U025,CC855,6228,False,none
INV00004177,799088117,Pages SAS,FR0391122528837505661863239,5021.8,EUR,2025-01-30,2025-02-05,PO989163,U006,CC790,6132,False,none
INV00003305,788191485,Royer S.A. SASU,FR9390018513279724572308481,315.84,EUR,2025-04-17,2025-04-19,PO583291,U015,CC751,6068,False,none
INV00003725,688680589,Diallo SASU,FR7917647501111783099974192,638.08,EUR,2025-12-29,2025-12-30,PO177473,U014,CC209,6181,False,none
INV00001142,971870728,Guillou Vasseur S.A.S. SAS,FR9159724665729341722329716,117.15,EUR,2024-08-11,2024-08-15,PO968543,U026,CC842,6061,False,none
INV00002358,728080100,Olivier Rossi S.A.R.L. SASU,FR3655963099384253042897317,1136.7,EUR,2025-09-10,2025-09-13,PO816972,U022,CC448,6065,False,none
INV00001198,445187053,Potier EURL,FR9459234268344149782661287,1247.59,EUR,2025-02-26,2025-03-01,PO257805,U008,CC976,6068,False,none
INV00000085,482814893,Chauvet Colas SARL SARL,FR4380443699577738721489513,330.52,EUR,2025-04-27,2025-05-01,PO742108,U007,CC710,6068,False,none
INV00001518,551884422,Buisson et Fils SCI,FR0377661830671985546015851,456.61,EUR,2024-06-22,2024-06-26,PO497875,U019,CC998,6228,False,none
INV00000516,653287101,Le Roux S.A. SASU,FR0242786801128059826204505,1591.63,EUR,2025-10-25,2025-10-26,PO320449,U009,CC567,6068,False,none
INV00001381,569092755,Le Goff SA SA,FR3492766372395041027674783,284.87,EUR,2024-12-17,2024-12-17,PO957424,U013,CC181,6228,False,none
INV00002716,060385050,Boutin S.A. SAS,FR6828723244079311029181331,4459.62,EUR,2025-09-02,2025-09-08,PO651752,U013,CC685,6135,False,none
INV00003298,160648422,Brunet Dos Santos S.A.S. SASU,FR1956608470681039033970519,254.09,EUR,2025-08-27,2025-08-29,PO211457,U026,CC820,6065,False,none
INV00001014,952111790,Pages SAS,FR0979050404333353849516321,7223.27,EUR,2025-06-06,2025-06-08,PO120887,U023,CC121,6181,False,none
INV00000128,865890260,Royer et Fils SAS,FR3684148460191344389982780,64.48,EUR,2024-03-02,2024-03-06,PO250255,U024,CC992,6063,False,none
INV00001364,034505415,Berthelot SA,FR5814876963938276153966958,543.09,EUR,2024-06-17,2024-06-17,PO120145,U009,CC489,6068,False,none
INV00003870,872050614,Chauvin SASU,FR7044090797727810509222161,267.65,EUR,2025-10-25,2025-10-25,PO275543,U013,CC690,6061,False,none
INV00004165,669346547,Neveu Costa S.A.S. SASU,FR8327490728012342893113253,521.58,EUR,2024-07-04,2024-07-09,PO681929,U021,CC804,6063,False,none
INV00004585,155216674,Hardy SARL SCI,FR9490805120800564099512397,3348.55,EUR,2025-09-16,2025-09-16,PO234841,U005,CC177,6132,False,none
INV00000891,270866882,Mary Gros SARL SA,FR2428914161284639855474355,1691.36,EUR,2025-01-06,2025-01-06,PO127705,U024,CC531,6063,False,none
INV00002793,866618892,Payet SCI,FR0660880501716445561857906,460.92,EUR,2025-03-20,2025-03-22,PO109534,U025,CC788,6228,False,none
INV00004833,779082723,Perret SA,FR6634392529596111102867120,682.52,EUR,2024-07-02,2024-07-02,PO367319,U000,CC935,6068,False,none
INV00001359,955439376,Vaillant S.A.R.L. SASU,FR2592082832308981388158814,775.82,EUR,2024-12-09,2024-12-12,PO436276,U009,CC828,6063,False,none
INV00000307,321334803,Fontaine Perret SA SASU,FR5621288665268341559991015,6130.04,EUR,2024-05-23,2024-05-30,PO311740,U009,CC777,6228,False,none
INV00001661,020539502,Diallo Pages S.A. SARL,FR2272122816064842294057202,3398.15,EUR,2024-03-22,2024-03-22,PO305369,U026,CC314,6068,False,none
INV00002431,663177971,Daniel Descamps et Fils SCI,FR3107139848228501168809255,6120.03,EUR,2025-06-28,2025-07-05,PO494083,U019,CC123,6068,False,none
INV00004147,982708086,Guyon S.A.S. SCI,FR7246376604655866525483744,530.62,EUR,2025-10-06,2025-10-11,PO199275,U017,CC194,6135,False,none
INV00001317,474367136,Giraud S.A. EURL,FR8430307053457861035797279,87.96,EUR,2025-02-08,2025-02-12,PO110724,U013,CC943,6181,False,none
INV00004439,551884422,Buisson et Fils SCI,FR0377661830671985546015851,4276.25,EUR,2025-03-19,2025-03-19,,U011,CC208,6181,False,none
INV00002474,826137506,Dijoux SA EURL,FR6670388608680347644726490,799.04,EUR,2025-02-13,2025-02-17,PO251337,U014,CC529,6068,False,none
INV00002542,004786863,Boulay et Fils SAS,FR9374907539989354492683158,436.62,EUR,2024-06-22,2024-06-22,PO495572,U021,CC311,6065,False,none
INV00001246,944064090,Jourdan Jean et Fils SA,FR3946800722903494466574374,154.45,EUR,2024-10-07,2024-10-12,,U003,CC633,6132,False,none
INV00003898,170999173,Roche Leleu S.A. EURL,FR4842108902851553334264335,419.63,EUR,2024-08-31,2024-09-02,PO502210,U021,CC794,6132,False,none
INV00001208,170999173,Roche Leleu S.A. EURL,FR4842108902851553334264335,4672.25,EUR,2025-11-23,2025-11-26,PO938641,U016,CC468,6228,False,none
INV00000216,805310033,Daniel SARL SARL,FR8988728743152742054932966,50373.48,EUR,2024-02-20,2024-02-25,PO665940,U016,CC324,6228,False,none
INV00004428,484219933,Meunier Gautier S.A. SASU,FR3347649078515867342575409,2264.16,EUR,2024-04-16,2024-04-22,PO958870,U002,CC224,6181,False,none
INV00003273,326033230,Martin SA,FR0948439910622723626693351,61.87,EUR,2024-06-25,2024-06-30,PO289923,U023,CC248,6063,False,none
INV00001239,588153714,Simon S.A. SAS,FR7785695579887749242437540,681.32,EUR,2025-05-08,2025-05-10,PO273681,U020,CC749,6068,False,none
INV00002289,796114351,Peron SARL SAS,FR5864493699951679335055738,2825.84,EUR,2025-05-31,2025-06-06,PO745864,U005,CC775,6061,False,none
INV00002740,797403447,Guilbert EURL,FR7376767721903404384279788,407.73,EUR,2025-02-24,2025-03-02,PO558573,U022,CC714,6068,False,none
INV00000275,231491357,Jacquet SA,FR0433399948532089532638902,92733.04,EUR,2024-11-09,2024-11-13,PO599164,U022,CC937,6063,False,none
INV00000489,618091901,Poulain SARL,FR9160858167046861114576832,856.16,EUR,2024-12-19,2024-12-24,PO526640,U008,CC224,6228,False,none
INV00001035,971870728,Guillou Vasseur S.A.S. SAS,FR9159724665729341722329716,301.73,EUR,2024-02-04,2024-02-05,,U013,CC607,6065,False,none
INV00001229,102499471,Baron et Fils SAS,FR0223253672946671168457759,1445.59,EUR,2025-03-24,2025-03-30,PO699876,U015,CC595,6135,False,none
INV00004726,447962757,Descamps SA,FR0821267969278687653269097,2485.4,EUR,2024-09-22,2024-09-25,PO705133,U023,CC990,6065,False,none
INV00001008,435175183,Ledoux SAS,FR9681180715695620175370304,7951.48,EUR,2025-12-28,2026-01-02,PO839056,U004,CC892,6228,False,none
INV00004854,829221699,François EURL,FR9393110059129751910231211,2115.55,EUR,2024-12-07,2024-12-12,PO179922,U000,CC841,6063,False,none
